"1344" 1 0 3
"1347" 1 2 1
"1350" 0 1 7
"1353" 1 1 0
"1356" 0 1 1
"1359" 0 1 3
"1402" 0 6 5
"1405" 1 5 3
"1408" 0 0 3
"1411" 1 0 1
"1414" 0 0 1
"1417" 2 0 1
"1420" 0 0 0
"1423" 1 1 0
"1426" 1 0 1
"1429" 0 2 1
"1432" 1 0 16
"1435" 0 1 0
"1438" 1 0 0
"1511" 3 16 8
"1516" 0 0 3
"1517" 1 1 6
"1526" 1 10 6
"1531" 0 1 8
"1536" 0 1 4
"1539" 0 1 2
"1547" 0 0 0
"1548" 1 9 1
